Age,Gender,Education,Income,Occupation,Ethnicity,Marital Status,Household Size,Num Children,State,Home Ownership
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
29, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor's Degree,75000, Marketing Specialist, Hispanic, Single,2,1, California, rent
35, Female, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
25, Female, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Married,4,2, California, own
35, Male, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, own
29, Male, Bachelor's Degree,75000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,75000, Marketing Specialist, Caucasian, Married,4,2, California, Own
25, Female, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, rent
35, Male, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, Rent
30, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: Own
35, Female, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
32, Female, Bachelor's Degree,85000, Teacher, Hispanic, Married,4,2, California, own
28, Male, Bachelor's,75000, Teacher, Hispanic, Married,4,2, CA, Own
25, Female, Bachelor's Degree,65000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor’s Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Own
45, Female, Bachelor's Degree,75000, Teacher, Hispanic, Married,4,2, California, Own
30, Female, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, own
25, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
35, Female, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, Rent
32, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
29, Male, Bachelor's degree,75000, Marketing Specialist, Hispanic, Married,4,2, California, rent
30, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
32, Male, Bachelor's degree,60000, Marketing Manager, Caucasian, Married,4,2, California, rent
30, Female, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Own
35, Female, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,65000, Marketing Manager, Caucasian, Married,4,2, California, own
35, Female, Bachelor's,60000, Teacher, Hispanic, Married,4,2, California, Own
25, Male, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Single,2,0, CA, rent
35, Female, Bachelor's Degree,65000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: Own
35,Female,Bachelor's,60000,Teacher,White,Married,4,2,California,own
29,male,associate's degree,60000,teacher,Hispanic,married,4,2,California,own
35, Male, Bachelor’s Degree,75000, Teacher, Caucasian, Married,4,2, California, own
35,Male,Bachelor's Degree,75000,Engineer,Hispanic,Married,4,2,California,own
35, Female, Bachelor’s,60000, Teacher, Hispanic, Married,4,2, California, Rent
35, Female, Bachelor's Degree,75000, Teacher, Hispanic, Married,4,2, California, Own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
24, Male, Bachelor's Degree,55000, Teacher, Caucasian, Single,2,0, California, rent
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: Own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: Own
29, Male, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, own
35, Female, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, Own
35, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, own
35, Female, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Own
30, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: California, Home ownership: own
30, Female, Bachelor's Degree,65000, Teacher, Hispanic, Married,4,2, California, Rent
35, Female, Bachelor’s Degree,60000, Teacher, Caucasian, Married,4,2, California, Own
35, Female, Bachelor's Degree,65000, Teacher, Caucasian, Married,4,2, California, Own
35, Gender: Female, Education level: Bachelor's Degree,60000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: own
25, Male, Bachelor’s Degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, rent
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Teacher, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: California, Home ownership: own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: Own
35, Female, Bachelor's,75000, Teacher, Hispanic, Married,4,2, California, Own
30, Male, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, rent
25, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, Rent
30, Female, Bachelor's Degree,75000, Teacher, Hispanic, Married,4,2, California, rent
35, Male, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Rent
35, Gender: Female, Education level: Bachelor's,75000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
35, Male, Bachelor's Degree,55000, Teacher, Caucasian, Married,4,2, California, Own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
38, Female, Bachelor's Degree,70000, Marketing Manager, Hispanic, Married,4,2, California, own
30, Female, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, Rent
30, Male, Bachelor’s Degree,60000, Teacher, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's,60000, Teacher, Caucasian, Married,4,2, California, Own
34, Male, Bachelor’s Degree,65000, Marketing Specialist, Caucasian, Married,4,2, California, own
36, Male, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Own
35, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, Rent
25, Female, Bachelor's Degree,60000, Teacher, Caucasian, Married,3,2, California, Rent
30, Female, Bachelor's Degree,75000, Teacher, Hispanic, Married,4,2, California, Own
30, Male, Bachelor's Degree,70000, Teacher, Caucasian, Married,4,2, California, rent
33, female, bachelor's degree,60000, teacher, Hispanic, married,4,2, California, own
35, Gender: Female, Education level: Bachelor’s Degree,70000, Occupation: Teacher, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: CA, Home ownership: own
35, Female, Bachelor's Degree,65000, Marketing Manager, Caucasian, Married,4,2, California, Own
25, Female, Bachelor's Degree,45000, Teacher, Hispanic, Married,4,2, California, Rent
35, Female, Bachelor's Degree,65000, Teacher, Hispanic, Married,4,2, California, Rent
29, Female, Bachelor's,75000, Teacher, Hispanic, Married,4,2, California, Rent
35,Male,Bachelor's Degree,60000,Engineer,White,Married,4,2,California,own
30, Female, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Own
35, Female, Bachelor's degree,75000, Teacher, Hispanic, Married,4,2, California, own
25, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, rent
35, Female, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
35, Female, Bachelor's Degree,75000, Teacher, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor’s Degree,60000, Teacher, Hispanic, Married,4,2, California, Rent
35, Gender: Female, Education level: Bachelor's degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
34, Male, Bachelor's,60000, Teacher, Caucasian, Married,4,2, California, Rent
25, Female, Bachelor's Degree,60000, Teacher, Caucasian, Married,3,2, California, Own
35, Male, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, own
45, Female, Bachelor’s Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
34, Female, Bachelor's Degree,55000, Marketing Manager, Hispanic, Married,4,2, California, own
28, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, Rent
30, Female, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, rent
35, Female, Bachelor’s Degree,65000, Teacher, Hispanic, Married,4,2, California, Rent
30, female, bachelor's degree,55000, teacher, Hispanic, married,4,2, California, rent
25, Male, Bachelor's Degree,60000, Teacher, Caucasian, Single,3,1, California, Rent
35, Female, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Teacher, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: California, Home ownership: own
25, Female, Bachelor's Degree,55000, Teacher, Hispanic, Married,4,2, California, own
34, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, own
35, Female, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, rent
35, Male, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Rent
45, Female, Bachelor's Degree,75000, Teacher, White, Married,4,2, California, Own
35, Female, Bachelor's degree,60000, Teacher, Hispanic, Married,4,2, California, own
30, Male, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, Rent
30, Female, Bachelor's Degree,75000, Teacher, Hispanic, Married,4,2, California, Own
35, Gender:Female, Education level:Bachelor's,75000, Occupation:Marketing Manager, Ethnicity:Asian, Marital status:Married,4,2, State of residence:California, Home ownership:own
45, Female, Bachelor’s,75000, Teacher, Caucasian, Married,4,2, California, own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: CA, Home ownership: own
35, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, own
28, Female, Bachelor's Degree,75000, Teacher, Hispanic, Married,4,2, California, Rent
45, Female, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Own
35, Gender:Female, Education level:Bachelor's degree,75000, Occupation:Teacher, Ethnicity:Caucasian, Marital status:Married,4,2, State of residence:California, Home ownership:own
35, Male, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, Texas, Own
30, Female, Bachelor's Degree,65000, Teacher, Caucasian, Married,4,2, California, own
35, Female, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Rent
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: own
42, Male, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, own
35, Female, Bachelor's Degree,75000, Teacher, Hispanic, Married,4,2, California, own
29, Male, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, rent
35, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, Own
30, Female, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, CA, Own
30, Female, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, Rent
25, Female, Bachelor's Degree,55000, Teacher, Hispanic, Married,4,2, California, rent
27,Male,Bachelor's degree,50000,Teacher,Hispanic,Married,4,2,California,own
25, Male, Bachelor’s Degree,55000, Teacher, Caucasian, Married,4,2, Ohio, Rent
35, Male, Bachelor's,75000, Teacher, Hispanic, Married,4,2, California, Rent
35, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, Rent
35, Female, Bachelor's Degree,75000, Teacher, Hispanic, Married,4,2, California, rent
35, Male, Bachelor's Degree,75000, Teacher, Hispanic, Married,4,2, California, own
32, Gender: Female, Education level: Bachelor’s Degree,65000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: Own
35, Female, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, Rent
29, Female, Bachelor’s Degree,60000, Teacher, Caucasian, Married,4,2, California, rent
35, Female, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, Texas, Own
30, Female, Bachelor’s Degree,60000, Teacher, Caucasian, Married,4,2, California, Rent
35, Gender: Female, Education level: Bachelor's Degree,65000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: own
